name	type	type2	code	alternategfx	namestr	version	compactsave	rarity	spawnable	Transmogrify	TMogType	TMogMin	TMogMax	mindam	maxdam	1or2handed	2handed	2handmindam	2handmaxdam	minmisdam	maxmisdam	rangeadder	speed	StrBonus	DexBonus	reqstr	reqdex	durability	nodurability	level	ShowLevel	levelreq	cost	gamble cost	magic lvl	auto prefix	normcode	ubercode	ultracode	wclass	2handedwclass	component	hit class	invwidth	invheight	stackable	minstack	maxstack	spawnstack	flippyfile	invfile	uniqueinvfile	setinvfile	hasinv	gemsockets	gemapplytype	*comment	useable	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	*quivered	lightradius	belt	quest	questdiffcheck	missiletype	durwarning	qntwarning	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HratliMin	HratliMax	HratliMagicMin	HratliMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	AnyaMin	AnyaMax	AnyaMagicMin	AnyaMagicMax	AnyaMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	Nameable	PermStoreItem	diablocloneweight	spelldesc	spelldescstr	calc1	spelldesccalc	spelldesccolor
Druid Staff 2C	dstf	2wpn	Ds6	Ds6	Ds3	100		2	1	0	xxx			0	0		1	104	124	0	0	1	10	100		34		66		85	1	66	8001	179017	1	383	Ds6	Ds5	Ds6	stf	stf	5	staf	2	4					flpwst	invwst			1	6	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		4	ItemTypeStaff2	10		
Paladin Mace 1A	pmac	1wpn	Pm1	Pm1	Pm1	0		4	1	0	xxx			4	13			0	0	0	0			100		27		150		8	1	0	370	2041		356	Pm1	Pm2	Pm3	1hs	1hs	5	1hsl	1	3					flpmac	invmac			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3		1		1	1					20					255		1		1	20					255					255					255					255					255					1					255					255					255					255					255					255					255	2	2	0	Pm2	Pm3	1	0		4	ItemTypeMace3			
Paladin Mace 1B	pmac	1wpn	Pm2	Pm2	Pm2	0		4	1	0	xxx			19	29			0	0	0	0			100		61		150		35	1	23	1351	15823		356	Pm1	Pm2	Pm3	1hs	1hs	5	1hsl	1	3					flpmac	invmac			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0		4	ItemTypeMace3			
Paladin Mace 1C	pmac	1wpn	Pm3	Pm3	Pm3	100		4	1	0	xxx			52	62			0	0	0	0			100		145	46	150		63	1	47	11812	192839		356	Pm1	Pm2	Pm3	1hs	1hs	5	1hsl	1	3					flpmac	invmac		inv7mas	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0		4	ItemTypeMace3			
Barbarian M Axe 1A	maxe	2wpn	Bm1	Bm1	Bm1	0		4	1	0	xxx			0	0		1	32	63	0	0	3	10	100		75		126		27	1	0	1928	16214		317	Bm1	Bm2	Bm3	stf	stf	5	2hsl	2	3					flpgix	invgix			1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255		1			20					255				1	1					255					255					255	1	1	2	2	20					255	1	1	1	1	20					255					255	2	2	0	Bm2	Bm3	1	0		4	ItemTypeAxe2	10		
Barbarian M Axe 1B	maxe	2wpn	Bm2	Bm2	Bm2	0		4	1	0	xxx			0	0		1	63	113	0	0	3	10	125		150		126		51	1	25	6024	82406		317	Bm1	Bm2	Bm3	stf	stf	5	2hsl	2	3					flpgix	invgix	inv9giu	inv9giu	1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0		4	ItemTypeAxe2	10		
Barbarian M Axe 1C	maxe	2wpn	Bm3	Bm3	Bm3	100		4	1	0	xxx			0	0		1	75	207	0	0	3	10	125		225		126		85	1	66	14745	322327		317	Bm1	Bm2	Bm3	stf	stf	5	2hsl	2	3					flpgix	invgix			1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0		4	ItemTypeAxe2	10		
Barbarian M Sword 1A	mswo	2wpn	Bm4	Bm4	Bm4	0		4	1	0	xxx			15	25	1	1	32	53	0	0	2	10	120		100	60	126		33	1	0	2761	26577		373	Bm4	Bm5	Bm6	1hs	2hs	5	2hss	2	4					flpgsd	invgsd	invgsdu	invgsdu	1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255	1	1	1	3	20					255		1	1	2	20					255					255	1	2	0	Bm5	Bm6	1	0		4	ItemTypeSword2	10		
Barbarian M Sword 1B	mswo	2wpn	Bm5	Bm5	Bm5	0		4	1	0	xxx			30	50	1	1	59	100	0	0	2	10	120		170	110	126		54	1	25	8522	120952		373	Bm4	Bm5	Bm6	1hs	2hs	5	2hss	2	4					flpgsd	invgsd	invgsdu	invgsdu	1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		4	ItemTypeSword2	10		
Barbarian M Sword 1C	mswo	2wpn	Bm6	Bm6	Bm6	100		4	1	0	xxx			32	82	1	1	73	144	0	0	2	10	120		189	110	126		85	1	63	17807	387403		373	Bm4	Bm5	Bm6	1hs	2hs	5	2hss	2	4					flpgsd	invgsd	invgsdu	invgsdu	1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		4	ItemTypeSword2	10		
Barbarian M Hammer 1A	mham	2wpn	Bm7	Bm7	Bm7	0		3	1	0	xxx			0	0		1	53	78	0	0	2	20	130		105		150		32	1	0	2572	24276		318	Bm7	Bm8	Bm9	stf	stf	5	2hsl	2	3					flpgma	invgma	invgma	invgma	1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255	1	1	1	1	20					255			1	1	20					255					255	2	2	0	Bm8	Bm9	1	0		4	ItemTypeHammer1	20		
Barbarian M Hammer 1B	mham	2wpn	Bm8	Bm8	Bm8	0		3	1	0	xxx			0	0		1	94	138	0	0	2	20	130		180		150		53	1	25	7956	111217		318	Bm7	Bm8	Bm9	stf	stf	5	2hsl	2	3					flpgma	invgma	inv9gmu	inv9gmu	1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0		4	ItemTypeHammer1	20		
Barbarian M Hammer 1C	mham	2wpn	Bm9	Bm9	Bm9	100		3	1	0	xxx			0	0		1	100	214	0	0	2	20	130		280		150		85	1	65	14257	311957		318	Bm7	Bm8	Bm9	stf	stf	5	2hsl	2	3					flpgma	invgma			1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0		4	ItemTypeHammer1	20		
Barbarian F Axe 1A	faxe	1wpn	Bf1	Bf1	Bf1	0		4	1	0	xxx			13	23			0	0	0	0	2		100		67		66		25	1	0	1698	13615		374	Bf1	Bf2	Bf3	1hs	1hs	5	1hsl	2	3					flpwax	invwax			1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255	1	1	1	1	20					255					255					255					255					255	1	1	1	3	20					255	1	1	1	1	20					255					255	2	2	0	Bf2	Bf3	1	0		4	ItemTypeAxe3			
Barbarian F Axe 1B	faxe	1wpn	Bf2	Bf2	Bf2	0		4	1	0	xxx			20	57			0	0	0	0	2		100		121		66		48	1	25	5335	69322		374	Bf1	Bf2	Bf3	1hs	1hs	5	1hsl	2	3					flpwax	invwax			1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0		4	ItemTypeAxe3			
Barbarian F Axe 1C	faxe	1wpn	Bf3	Bf3	Bf3	100		4	1	0	xxx			30	89			0	0	0	0	2		100		138	59	66		85	1	64	12766	280269		374	Bf1	Bf2	Bf3	1hs	1hs	5	1hsl	2	3					flpwax	invwax			1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0		4	ItemTypeAxe3			
Barbarian F Sword 1A	fswo	1wpn	Bf4	Bf4	Bf4	0		4	1	0	xxx			9	18			0	0	0	0			110	20	48		80		15	1	0	823	5087		375	Bf4	Bf5	Bf6	1hs	1hs	5	1hsl	2	3					flpbsd	invbsd	invbsdu	invbsdu	1	4	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255	1	1	1	2	20					255					255			1	1	20					255					255					255	1	1	1	1	1	1	1	1	1	1					255					255					255					255					255	1	2	0	Bf5	Bf6	1	0		4	ItemTypeSword3			
Barbarian F Sword 1B	fswo	1wpn	Bf5	Bf5	Bf5	0		4	1	0	xxx			20	43			0	0	0	0			110	20	92	43	80		40	1	25	2710	31596		375	Bf4	Bf5	Bf6	1hs	1hs	5	1hsl	2	3					flpbsd	invbsd			1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		4	ItemTypeSword3			
Barbarian F Sword 1C	fswo	1wpn	Bf6	Bf6	Bf6	100		4	1	0	xxx			47	67			0	0	0	0			110	20	142	112	80		78	1	58	15235	305386		375	Bf4	Bf5	Bf6	1hs	1hs	5	1hsl	2	3					flpbsd	invbsd			1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		4	ItemTypeSword3			
