Treasure Class	*MobType	*MobLvl	*Act	firstLadderSeason	lastLadderSeason	group	level	Picks	Unique	Set	Rare	Magic	NoDrop	Item1	Prob1	Item2	Prob2	Item3	Prob3	Item4	Prob4	Item5	Prob5	Item6	Prob6	Item7	Prob7	Item8	Prob8	Item9	Prob9	Item10	Prob10	*ItemProbSum	*ItemProbTotal	*TreasureClassDropChance	ladder	noAlwaysSpawn	*eol
cr_lancer1c(N)	humanoid	36	1					1						Act 1 (N) Champ A	1																								0
cr_lancer1u(N)	humanoid	36	1					1						Act 1 (N) Unique A	1																								0
cr_lancer1(H)	humanoid	67	1					1						Act 1 (H) H2H A	1																								0
cr_lancer1c(H)	humanoid	67	1					1						Act 1 (H) Champ A	1																								0
cr_lancer1u(H)	humanoid	67	1					1						Act 1 (H) Unique A	1																								0
cr_lancer2	humanoid	5	1					1						Act 1 H2H B	1																								0
cr_lancer2c	humanoid	5	1					1						Act 1 Champ B	1																								0
cr_lancer2u	humanoid	5	1					1						Act 1 Unique B	1																								0
cr_lancer2(N)	humanoid	38	1					1						Act 1 (N) H2H B	1																								0
cr_lancer2c(N)	humanoid	38	1					1						Act 1 (N) Champ B	1																								0
cr_lancer2u(N)	humanoid	38	1					1						Act 1 (N) Unique B	1																								0
cr_lancer2(H)	humanoid	68	1					1						Act 1 (H) H2H B	1																								0
cr_lancer2c(H)	humanoid	68	1					1						Act 1 (H) Champ B	1																								0
cr_lancer2u(H)	humanoid	68	1					1						Act 1 (H) Unique B	1																								0
cr_lancer3	humanoid	8	1					1						Act 1 H2H B	1																								0
cr_lancer3c	humanoid	8	1					1						Act 1 Champ B	1																								0
cr_lancer3u	humanoid	8	1					1						Act 1 Unique B	1																								0
cr_lancer3(N)	humanoid	39	1					1						Act 1 (N) H2H B	1																								0
cr_lancer3c(N)	humanoid	39	1					1						Act 1 (N) Champ B	1																								0
cr_lancer3u(N)	humanoid	39	1					1						Act 1 (N) Unique B	1																								0
cr_lancer3(H)	humanoid	69	1					1						Act 1 (H) H2H B	1																								0
cr_lancer3c(H)	humanoid	69	1					1						Act 1 (H) Champ B	1																								0
cr_lancer3u(H)	humanoid	69	1					1						Act 1 (H) Unique B	1																								0
cr_lancer4	humanoid	9	1					1						Act 1 H2H C	1																								0
cr_lancer4c	humanoid	9	1					1						Act 1 Champ C	1																								0
cr_lancer4u	humanoid	9	1					1						Act 1 Unique C	1																								0
cr_lancer4(N)	humanoid	40	1					1						Act 1 (N) H2H C	1																								0
cr_lancer4c(N)	humanoid	40	1					1						Act 1 (N) Champ C	1																								0
cr_lancer4u(N)	humanoid	40	1					1						Act 1 (N) Unique C	1																								0
cr_lancer4(H)	humanoid	71	1					1						Act 1 (H) H2H C	1																								0
cr_lancer4c(H)	humanoid	71	1					1						Act 1 (H) Champ C	1																								0
cr_lancer4u(H)	humanoid	71	1					1						Act 1 (H) Unique C	1																								0
sk_archer1	undead	5	1					1						Act 1 Miss B	1																								0
sk_archer1c	undead	5	1					1						Act 1 Champ B	1																								0
sk_archer1u	undead	5	1					1						Act 1 Unique B	1																								0
sk_archer1(N)	undead	38	1					1						Act 1 (N) Miss B	1																								0
sk_archer1c(N)	undead	38	1					1						Act 1 (N) Champ B	1																								0
sk_archer1u(N)	undead	38	1					1						Act 1 (N) Unique B	1																								0
sk_archer1(H)	undead	68	1					1						Act 1 (H) Miss B	1																								0
sk_archer1c(H)	undead	68	1					1						Act 1 (H) Champ B	1																								0
sk_archer1u(H)	undead	68	1					1						Act 1 (H) Unique B	1																								0
sk_archer2	undead	8	1					1						Act 1 Miss B	1																								0
sk_archer2c	undead	8	1					1						Act 1 Champ B	1																								0
sk_archer2u	undead	8	1					1						Act 1 Unique B	1																								0
sk_archer2(N)	undead	39	1					1						Act 1 (N) Miss B	1																								0
sk_archer2c(N)	undead	39	1					1						Act 1 (N) Champ B	1																								0
sk_archer2u(N)	undead	39	1					1						Act 1 (N) Unique B	1																								0
sk_archer2(H)	undead	69	1					1						Act 1 (H) Miss B	1																								0
sk_archer2c(H)	undead	69	1					1						Act 1 (H) Champ B	1																								0
sk_archer2u(H)	undead	69	1					1						Act 1 (H) Unique B	1																								0
sk_archer3	undead	9	1					1						Act 1 Miss C	1																								0
sk_archer3c	undead	9	1					1						Act 1 Champ C	1																								0
sk_archer3u	undead	9	1					1						Act 1 Unique C	1																								0
sk_archer3(N)	undead	40	1					1						Act 1 (N) Miss C	1																								0
sk_archer3c(N)	undead	40	1					1						Act 1 (N) Champ C	1																								0
sk_archer3u(N)	undead	40	1					1						Act 1 (N) Unique C	1																								0
sk_archer3(H)	undead	70	1					1						Act 1 (H) Miss C	1																								0
sk_archer3c(H)	undead	70	1					1						Act 1 (H) Champ C	1																								0
sk_archer3u(H)	undead	70	1					1						Act 1 (H) Unique C	1																								0
fallenshaman1	demon	2	1					1						Act 1 Cast A	1																								0
fallenshaman1c	demon	2	1					1						Act 1 Champ A	1																								0
fallenshaman1u	demon	2	1					1						Act 1 Unique A	1																								0
fallenshaman1(N)	demon	36	1					1						Act 1 (N) Cast A	1																								0
fallenshaman1c(N)	demon	36	1					1						Act 1 (N) Champ A	1																								0
fallenshaman1u(N)	demon	36	1					1						Act 1 (N) Unique A	1																								0
fallenshaman1(H)	demon	68	1					1						Act 1 (H) Cast A	1																								0
fallenshaman1c(H)	demon	68	1					1						Act 1 (H) Champ A	1																								0
fallenshaman1u(H)	demon	68	1					1						Act 1 (H) Unique A	1																								0
fallenshaman2	demon	6	1					1						Act 1 Cast B	1																								0
fallenshaman2c	demon	6	1					1						Act 1 Champ B	1																								0
fallenshaman2u	demon	6	1					1						Act 1 Unique B	1																								0
fallenshaman2(N)	demon	38	1					1						Act 1 (N) Cast B	1																								0
fallenshaman2c(N)	demon	38	1					1						Act 1 (N) Champ B	1																								0
fallenshaman2u(N)	demon	38	1					1						Act 1 (N) Unique B	1																								0
fallenshaman2(H)	demon	69	1					1						Act 1 (H) Cast B	1																								0
fallenshaman2c(H)	demon	69	1					1						Act 1 (H) Champ B	1																								0
fallenshaman2u(H)	demon	69	1					1						Act 1 (H) Unique B	1																								0
fallenshaman3	demon	9	1					1						Act 1 Cast C	1																								0
fallenshaman3c	demon	9	1					1						Act 1 Champ C	1																								0
fallenshaman3u	demon	9	1					1						Act 1 Unique C	1																								0
fallenshaman3(N)	demon	40	1					1						Act 1 (N) Cast C	1																								0
fallenshaman3c(N)	demon	40	1					1						Act 1 (N) Champ C	1																								0
fallenshaman3u(N)	demon	40	1					1						Act 1 (N) Unique C	1																								0
fallenshaman3(H)	demon	70	1					1						Act 1 (H) Cast C	1																								0
fallenshaman3c(H)	demon	70	1					1						Act 1 (H) Champ C	1																								0
fallenshaman3u(H)	demon	70	1					1						Act 1 (H) Unique C	1																								0
fallenshaman4	demon	11	1					1						Act 1 Cast C	1																								0
fallenshaman4c	demon	11	1					1						Act 1 Champ C	1																								0
fallenshaman4u	demon	11	1					1						Act 1 Unique C	1																								0
fallenshaman4(N)	demon	42	1					1						Act 1 (N) Cast C	1																								0
fallenshaman4c(N)	demon	42	1					1						Act 1 (N) Champ C	1																								0
fallenshaman4u(N)	demon	42	1					1						Act 1 (N) Unique C	1																								0
fallenshaman4(H)	demon	72	1					1						Act 1 (H) Cast C	1																								0
fallenshaman4c(H)	demon	72	1					1						Act 1 (H) Champ C	1																								0
fallenshaman4u(H)	demon	72	1					1						Act 1 (H) Unique C	1																								0
quillrat1	natural	1	1					1						Quill 1	1																								0
quillrat1c	natural	1	1					1						Act 1 Champ A	1																								0
quillrat1u	natural	1	1					1						Act 1 Unique A	1																								0
quillrat1(N)	natural	36	1					1						Quill 1 (N)	1																								0
quillrat1c(N)	natural	36	1					1						Act 1 (N) Champ A	1																								0
quillrat1u(N)	natural	36	1					1						Act 1 (N) Unique A	1																								0
quillrat1(H)	natural	67	1					1						Quill 1 (H)	1																								0
quillrat1c(H)	natural	67	1					1						Act 1 (H) Champ A	1																								0
quillrat1u(H)	natural	67	1					1						Act 1 (H) Unique A	1																								0
quillrat2	natural	5	1					1						Quill 2	1																								0
quillrat2c	natural	5	1					1						Act 1 Champ A	1																								0
quillrat2u	natural	5	1					1						Act 1 Unique A	1																								0
quillrat2(N)	natural	38	1					1						Quill 2 (N)	1																								0
quillrat2c(N)	natural	38	1					1						Act 1 (N) Champ A	1																								0
quillrat2u(N)	natural	38	1					1						Act 1 (N) Unique A	1																								0
quillrat2(H)	natural	68	1					1						Quill 2 (H)	1																								0
quillrat2c(H)	natural	68	1					1						Act 1 (H) Champ A	1																								0
quillrat2u(H)	natural	68	1					1						Act 1 (H) Unique A	1																								0
quillrat3	natural	8	1					1						Quill 3	1																								0
quillrat3c	natural	8	1					1						Act 1 Champ B	1																								0
quillrat3u	natural	8	1					1						Act 1 Unique B	1																								0
quillrat3(N)	natural	39	1					1						Quill 3 (N)	1																								0
quillrat3c(N)	natural	39	1					1						Act 1 (N) Champ B	1																								0
quillrat3u(N)	natural	39	1					1						Act 1 (N) Unique B	1																								0
quillrat3(H)	natural	69	1					1						Quill 3 (H)	1																								0
quillrat3c(H)	natural	69	1					1						Act 1 (H) Champ B	1																								0
quillrat3u(H)	natural	69	1					1						Act 1 (H) Unique B	1																								0
quillrat4	natural	9	1					1						Quill 4	1																								0
quillrat4c	natural	9	1					1						Act 1 Champ C	1																								0
quillrat4u	natural	9	1					1						Act 1 Unique C	1																								0
quillrat4(N)	natural	40	1					1						Quill 4 (N)	1																								0
quillrat4c(N)	natural	40	1					1						Act 1 (N) Champ C	1																								0
quillrat4u(N)	natural	40	1					1						Act 1 (N) Unique C	1																								0
quillrat4(H)	natural	70	1					1						Quill 4 (H)	1																								0
quillrat4c(H)	natural	70	1					1						Act 1 (H) Champ C	1																								0
quillrat4u(H)	natural	70	1					1						Act 1 (H) Unique C	1																								0
clawviper1	natural	11	1					1						Act 1 H2H C	1																								0
clawviper1c	natural	11	1					1						Act 1 Champ C	1																								0
clawviper1u	natural	11	1					1						Act 1 Unique C	1																								0
clawviper1(N)	natural	43	1					1						Act 1 (N) H2H C	1																								0
clawviper1c(N)	natural	43	1					1						Act 1 (N) Champ C	1																								0
clawviper1u(N)	natural	43	1					1						Act 1 (N) Unique C	1																								0
clawviper1(H)	natural	75	1					1						Act 1 (H) H2H C	1																								0
clawviper1c(H)	natural	75	1					1						Act 1 (H) Champ C	1																								0
clawviper1u(H)	natural	75	1					1						Act 1 (H) Unique C	1																								0
arach1	natural	11	1					1						Act 1 H2H C	1																								0
arach1c	natural	11	1					1						Act 1 Champ C	1																								0
arach1u	natural	11	1					1						Act 1 Unique C	1																								0
arach1(N)	natural	42	1					1						Act 1 (N) H2H C	1																								0
arach1c(N)	natural	42	1					1						Act 1 (N) Champ C	1																								0
arach1u(N)	natural	42	1					1						Act 1 (N) Unique C	1																								0
arach1(H)	natural	73	1					1						Act 1 (H) H2H C	1																								0
arach1c(H)	natural	73	1					1						Act 1 (H) Champ C	1																								0
arach1u(H)	natural	73	1					1						Act 1 (H) Unique C	1																								0
vampire5	undead	12	1					1						Act 1 Cast A	1																								0
vampire5c	undead	12	1					1						Act 1 Champ A	1																								0
vampire5u	undead	12	1					1						Act 1 Unique A	1																								0
vampire5(N)	undead	43	1					1						Act 1 (N) Cast A	1																								0
vampire5c(N)	undead	43	1					1						Act 1 (N) Champ A	1																								0
vampire5u(N)	undead	43	1					1						Act 1 (N) Unique A	1																								0
vampire5(H)	undead	73	1					1						Act 1 (H) Cast A	1																								0
vampire5c(H)	undead	73	1					1						Act 1 (H) Champ A	1																								0
vampire5u(H)	undead	73	1					1						Act 1 (H) Unique A	1																								0
fetish1	demon	10	1					1						Act 1 H2H C	1																								0
fetish1c	demon	10	1					1						Act 1 Champ C	1																								0
fetish1u	demon	10	1					1						Act 1 Unique C	1																								0
fetish1(N)	demon	42	1					1						Act 1 (N) H2H C	1																								0
fetish1c(N)	demon	42	1					1						Act 1 (N) Champ C	1																								0
fetish1u(N)	demon	42	1					1						Act 1 (N) Unique C	1																								0
fetish1(H)	demon	72	1					1						Act 1 (H) H2H C	1																								0
fetish1c(H)	demon	72	1					1						Act 1 (H) Champ C	1																								0
fetish1u(H)	demon	72	1					1						Act 1 (H) Unique C	1																								0
crownest1	natural	3	1					1						Act 1 Cast A	1																								0
crownest1c	natural	3	1					1						Act 1 Champ A	1																								0
crownest1u	natural	3	1					1						Act 1 Unique A	1																								0
crownest1(N)	natural	37	1					1						Act 1 (N) Cast A	1																								0
crownest1c(N)	natural	37	1					1						Act 1 (N) Champ A	1																								0
crownest1u(N)	natural	37	1					1						Act 1 (N) Unique A	1																								0
crownest1(H)	natural	68	1					1						Act 1 (H) Cast A	1																								0
crownest1c(H)	natural	68	1					1						Act 1 (H) Champ A	1																								0
crownest1u(H)	natural	68	1					1						Act 1 (H) Unique A	1																								0
crownest2	natural	8	1					1						Act 1 Cast B	1																								0
crownest2c	natural	8	1					1						Act 1 Champ B	1																								0
crownest2u	natural	8	1					1						Act 1 Unique B	1																								0
crownest2(N)	natural	38	1					1						Act 1 (N) Cast B	1																								0
crownest2c(N)	natural	38	1					1						Act 1 (N) Champ B	1																								0
crownest2u(N)	natural	38	1					1						Act 1 (N) Unique B	1																								0
crownest2(H)	natural	69	1					1						Act 1 (H) Cast B	1																								0
crownest2c(H)	natural	69	1					1						Act 1 (H) Champ B	1																								0
crownest2u(H)	natural	69	1					1						Act 1 (H) Unique B	1																								0
skmage1	undead	8	1					1						Act 1 Cast B	1																								0
skmage1c	undead	8	1					1						Act 1 Champ B	1																								0
skmage1u	undead	8	1					1						Act 1 Unique B	1																								0
skmage1(N)	undead	39	1					1						Act 1 (N) Cast B	1																								0
skmage1c(N)	undead	39	1					1						Act 1 (N) Champ B	1																								0
skmage1u(N)	undead	39	1					1						Act 1 (N) Unique B	1																								0
skmage1(H)	undead	71	1					1						Act 1 (H) Cast B	1																								0
skmage1c(H)	undead	71	1					1						Act 1 (H) Champ B	1																								0
skmage1u(H)	undead	71	1					1						Act 1 (H) Unique B	1																								0
skmage2	undead	10	1					1						Act 1 Cast C	1																								0
skmage2c	undead	10	1					1						Act 1 Champ C	1																								0
